refid,date,recipient,recipient_cleaned,office,amount
5999,04/01/2014,Kathleen O'Connor Ives,Kathleen O'Connor Ives,State Senator 1st Essex,100.00
5999,04/15/2014,Joseph F. Wagner,Joseph F. Wagner,State Representative 8th Hampden,100.00
5999,04/16/2014,John W. Scibak,John Scibak,State Representative 2nd Hampshire,100.00
5999,04/17/2014,Viriato M. deMacedo,Viriato deMacedo,State Senator Plymouth Barnstable,100.00
5999,04/22/2014,Warren Tolman,Warren Tolman,Massachusetts Attorney General,100.00
5999,05/01/2014,Nicholas P. Collins,Nicholas P. Collins,State Representative 4th Suffolk,100.00
5999,05/01/2014,Anthony W. Petrucelli,Anthony Petruccelli,State Senator 1st Suffolk and Middlesex,100.00
5999,05/14/2014,Jennifer E. Benson,Jennifer Benson,State Representative 37th Middlesex,100.00
5999,05/14/2014,Committee For a Democratic House,Committee for a Democratic House,N/A,200.00
5999,06/04/2014,Robert F. Fennell,Robert F. Fennell,State Representative 10th Essex,100.00
5999,06/16/2014,Louis L Kafka,Louis Kafka,State Representative 8th Norfolk,100.00
5999,10/08/2014,Charlie Baker (Republican Candidate),Charles Baker,Governonr of Massachusetts,200.00
5999,10/08/2014,Karyn Polito (Republican Candidate for Lt. Governor),Karyn Polito,Lt. Governor of Massachusetts,200.00
5999,10/16/2014,Maura Healey (Democratic Candidate),Maura Healey,Massachusetts Attorney General,200.00
5999,12/29/2014,Paul McMurtry (Democrat),Paul McMurtry,State Representative 11th Norfolk,100.00
5999,12/29/2014,Sarah Peake (Democrat),Sarah Peake,State Representative 4th Barnstable,100.00
6037,03/24/2014,Charles D. Baker,Charles Baker,Governor,200.00
6037,03/24/2014,Karyn E. Polito,Karyn Polito,Lieutenant Governor,200.00
6037,10/14/2014,Maura Healey,Maura Healey,Attorney General,100.00
6043,04/15/2014,Felix D. Arroyo,Felix Arroyo,Suffolk County Register of Probate,50.00
6078,01/15/2014,Steve Grossman,Steve Grossman,Governor of the Commonwealth,100.00
6078,05/20/2014,Barbara L'Italien,Barbara L'Italien,"State Senator, 2nd Essex and Middlesex",50.00
6078,08/15/2014,Christine Barber,Christine Barber,"Representative, 34th Middlesex",75.00
6078,12/15/2014,Jeffrey Sanchez,Jeffrey Sánchez,"Representative, 15th Suffolk",100.00
6143,01/13/2014,Therese Murray,Therese Murray,State Senate Plymouth and Barnstable,200.00
6143,03/19/2014,Steve Brewer Committee,Stephen Brewer,"State Senate Worcester, Hampden, Hampshire and Middlesex",200.00
6143,03/19/2014,Thomas Golden,Thomas A. Golden,State Representative  16th Middlesex,200.00
6143,03/19/2014,David Nangle,David M. Nangle,State Represenative   17th Middlesex,200.00
6143,03/26/2014,Richard Moore,Richard Moore,State Senate Worcester and Norfolk,200.00
6143,03/26/2014,Diana DiZoglio,Diana DiZoglio,State Representative 14th Essex,200.00
6143,03/31/2014,Kathleen O'Connor-Ives,Kathleen O'Connor Ives,State Senate 1st Essex,200.00
6143,04/02/2014,Martha Coakley,Martha Coakley,Governor of the Commonwealth,200.00
6143,04/04/2014,Joseph Espinola,Joseph Espinola,Greater Lowell Technical HS School Committee,100.00
6143,04/14/2014,Robert DeLeo,Robert DeLeo,State Representative 19th Suffolk,200.00
6143,05/02/2014,Sal D. DiDomenico,Sal DiDomenico,State Senate Middlesex and Suffolk,200.00
6143,05/02/2014,James Dwyer,James Dwyer,State Representative 30th Middlesex,100.00
6143,05/07/2014,Josh Cutler,Josh S. Cutler,State Representative 6th Plymouth,100.00
6143,05/07/2014,Committee for a Democratic Senate,Committee for a Democratic Senate,State Senate,200.00
6143,05/07/2014,James Timilty,James Timilty,State Senate Bristol and Norfolk,200.00
6143,05/12/2014,Brian Dempsey,Brian Dempsey,State Representative 3rd Essex,200.00
6143,05/15/2014,Steven Kerrigan,Steve Kerrigan,Lt. Governor of the Commonwealth,200.00
6143,06/24/2014,Warren Tolman,Warren Tolman,Attorney General of the Commonwealth,200.00
6143,07/10/2014,The Roseneberg Committee,Stanley Rosenberg,"State Senate Hampshire, Franklin and Worcester",200.00
6143,07/31/2014,The Goldberg Committee,Deborah Goldberg,Massachusetts Treasurer,200.00
6143,08/05/2014,Paul Iannacillo,M. Paul Iannuccillo,Essex North Register of Deeds,100.00
6143,08/05/2014,Robert Fennell,Robert F. Fennell,House of Representatives  Tenth Essex,100.00
6143,08/13/2014,Jennifer Flanagan,Jennifer L. Flanagan,State Senate Worcester and Middlesex,200.00
6143,08/29/2014,Barabara L'Italien,Barbara L'Italien,State Senate Second Essex and Middlesex,200.00
6143,10/03/2014,Edward Cameron,Edward Cameron,House of Representatives First Essex,200.00
6143,10/03/2014,Ann Gobi,Anne Gobi,"State Senate Worcester, Hampden, Hampshire and Middlesex",200.00
6143,10/06/2014,Maura Healey,Maura Healey,Massachusetts Attorney General,200.00
6143,10/07/2014,Massachusetts Democratic Party,Massachusetts Democratic Party,none,200.00
6143,10/18/2014,Daniel Wolfe,Daniel Wolf,State Senate Cape and Islands,200.00
6143,10/27/2014,Rodney Elliot,Rodney Elliott,Lowell City Council,50.00
6143,10/27/2014,Daniel Rourke,Daniel Rourke,Lowell City Council,50.00
6147,02/13/2014,Committee to elect Martha Coakley,Martha Coakley,Governor; statewide office,100.00
6147,05/02/2014,Committee to elect Joseph Kennedy III,Joseph Kennedy,Congress; 4th district,100.00
6147,10/07/2014,Charlie Baker,Charles Baker,Governor,100.00
6147,10/27/2014,Charlie Baker,Charles Baker,Governor,100.00
6147,12/22/2014,Hannah Kane,Hannah Kane,Candidate for State Representative,100.00
6151,04/09/2014,The Committee for Bob DeLeo,Robert DeLeo,House of Representatives - Ninth Suffolk,125.00
6151,04/16/2014,John Scibak,John Scibak,House of representatives - Second Hampshire,100.00
6151,05/14/2014,Tom Kennedy,Thomas P. Kennedy,Senate - Second Plymouth and Bristol,100.00
6195,09/08/2014,Democratic National Committee,Democratic National Committee,National committee,10.00
6195,12/08/2014,Democratic National Committee,Democratic National Committee,National committee,10.00
6197,05/30/2014,Martha Coakley,Martha Coakley,Candidate for Governor,100.00
6197,05/30/2014,Maura Healey,Maura Healey,Candidate for Attorney General,200.00
6197,07/30/2014,Martha Coakley,Martha Coakley,Massachusetts Governor,100.00
6197,09/06/2014,Harriette Chandler,Harriette Chandler,State Senator,100.00
6198,01/16/2014,Stephen J. Kerrigan,Steve Kerrigan,Lieutenant Governor,200.00
6198,02/14/2014,Maura T. Healey,Maura Healey,Attorney General,200.00
6198,08/27/2014,Martha Coakley,Martha Coakley,Governor,200.00
6216,03/30/2014,Katherine Clark,Katherine Clark,Senate 5th Middlesex District,25.00
6233,07/17/2014,Charles Baker,Charles Baker,Governor,100.00
6233,08/27/2014,Warren Tolman,Warren Tolman,Attorney General,200.00
6237,03/05/2014,Brian Dempsey,Brian Dempsey,State Representative - Third Essex,100.00
6237,04/01/2014,Stephen Brewer,Stephen Brewer,"State Senate - Worcester, Hampden, Hampshire and Middlesex",100.00
6237,04/03/2014,Therese Murray,Therese Murray,State Senate - Plymouth and Barnstable,100.00
6237,04/10/2014,Ann-Margaret Ferrante,Ann-Margaret Ferrante,State Representative - Fifth Essex,100.00
6237,04/16/2014,Karen Spilka,Karen Spilka,State Senate - Second Middlesex and Norfolk,100.00
6237,05/08/2014,Democratic Senate,Democratic Senate Committee,State Senate,100.00
6237,05/14/2014,Democratic House,Democratic House Committee,State House of Representatives,100.00
6237,06/25/2014,Benjamin Downing,Benjamin Downing,"State Senate - Berkshire, Hampshire, Franklin and Hampden",200.00
6237,10/15/2014,Eric Lesser,Eric Lesser,State Senate - First Hampden and Hampshire,200.00
6237,10/29/2014,Martha Coakley,Martha Coakley,Massachusetts Governor,200.00
6237,10/30/2014,Nick Collins,Nicholas P. Collins,State Representative - Fourth Suffolk,200.00
6247,05/07/2014,Sal DiDomenico,Sal DiDomenico,"Senate, Middlesex and Suffolk",100.00
6253,02/06/2014,William Linehan,William Linehan,City Council District 2 - Boston,200.00
6253,02/28/2014,Wayne Maztewsky,Wayne Matewsky,Middlesex 28th,100.00
6253,03/28/2014,Matt O'Malley,Matt O'Malley,City COuncil District 6 - Boston,125.00
6253,04/09/2014,Robert Deleo,Robert DeLeo,19th Suffolk,200.00
6253,04/16/2014,Mark Ciommo,Mark Ciommo,City Council DIstrict 9 - Boston,200.00
6253,04/28/2014,Michael Flaherty,Michael Flaherty,City Council At Large - Boston,200.00
6253,05/01/2014,Timothy McCarthy,Timothy McCarthy,City Council District 5 - Boston,200.00
6253,05/13/2014,Committee to elect a Democratic House,Committee for a Democratic House,statewide,200.00
6253,05/28/2014,Steve Kerrigan,Steve Kerrigan,Lt Governor,200.00
6253,06/18/2014,Kevin Honan,Kevin G. Honan,17th Suffolk,100.00
6253,06/25/2014,Josh Zakim,Josh Zakim,City Council District 8 - Boston,100.00
6253,07/28/2014,Michael Moran,Michael J. Moran,18th Suffolk,200.00
6253,12/17/2014,Martin Walsh,Martin Walsh,Mayor of Boston,200.00
6269,02/02/2014,The Bill Linehan Committee,William Linehan,"Boston City Council, District 2",200.00
6269,03/19/2014,The Robert DeLeo Committee,Robert DeLeo,"State House Representative, 19th Suffolk District",200.00
6269,03/19/2014,The Mariano Committee,Ronald Mariano,"State House Representative, 3rd Norfolk Disrict",200.00
6269,04/28/2014,The Michael Flaherty Committee,Michael Flaherty,"Boston City Council, At Large District",200.00
6269,05/04/2014,Committee for a Democratic House,Committee for a Democratic House,State House of Representatives,200.00
6269,12/01/2014,Martin Walsh Committee,Martin Walsh,"City of Boston, Suffolk County",200.00
6276,01/28/2014,The Petrucelli Committee,Anthony Petruccelli,State Senate - 1st Suffolk and Middlesex,100.00
6276,02/08/2014,The Coppinger Committee,Edward Coppinger,State Representative - 10th Suffolk,100.00
6276,02/26/2014,The Martin Walsh Committee,Martin Walsh,Mayor - City of Boston,100.00
6276,02/27/2014,The Chandler Committee,Harriette Chandler,State Senate - 1st Worcester,200.00
6276,03/05/2014,The Dempsey Committee,Brian Dempsey,State Representative - 3rd Essex,100.00
6276,03/06/2014,The Brian Joyce Committee,Brian Joyce,"State Senate - Norfolk, Bristol and Plymouth",100.00
6276,03/06/2014,The Petrucelli Committee,Anthony Petruccelli,State Senate - 1st Suffolk and Middlesex,100.00
6276,03/12/2014,The Welch Committee,James T. Welch,State Senate - Hampden,200.00
6276,03/19/2014,The Basile Committee,Carlo Basile,State Representative - 1st Suffolk,100.00
6276,03/24/2014,The Nyman Committee,Rhonda Nyman,State Representative - 5th Plymouth,100.00
6276,03/27/2014,The Mariano Committee,Ronald Mariano,State Representative - 3rd Norfolk,200.00
6276,04/01/2014,The O'Connor-Ives Committee,Kathleen O'Connor Ives,State Senate - 1st Essex,100.00
6276,04/03/2014,The DeLeo Committee,Robert DeLeo,State Representative - 19th Suffolk,200.00
6276,04/03/2014,The Haddad Committee,Patricia Haddad,State Representative - 5th Bristol,100.00
6276,04/03/2014,The Murray Committee,Therese Murray,State Senate - Plymouth and Barnstable,100.00
6276,04/08/2014,The Bradley Committee,Garrett Bradley,State Representative - 3rd Plymouth,100.00
6276,04/09/2014,The Cusack Committee,Mark J. Cusack,State Representative - 5th Norfolk,100.00
6276,04/10/2014,The Bump Committee,Suzanne Bump,State Auditor,100.00
6276,04/14/2014,The Dwyer Committee,James Dwyer,State Representative - 30th Middlesex,100.00
6276,04/17/2014,The Spilka Committee,Karen Spilka,State Senate - 2nd Middlesex & Norfolk,100.00
6276,04/17/2014,The Flanagan Committee,Jennifer L. Flanagan,State Senate - Worcester & Middlesex,100.00
6276,04/17/2014,The Wagner Committee,Joseph F. Wagner,State Representative - 8th Hampden,100.00
6276,04/30/2014,The Rush Committee,Mike Rush,State Senate - Suffolk and Norfolk,100.00
6276,04/30/2014,The Naughton Committee,Harold Naughton,State Representative - 12th Worcester,100.00
6276,05/01/2014,The Joyce Committee,Brian Joyce,"State Senate - Norfolk, Bristol & Plymouth",100.00
6276,05/01/2014,Committee for a Democratic Senate,Committee for a Democratic Senate,State Senate,100.00
6276,05/14/2014,The Coakley Committee,Martha Coakley,Governor,100.00
6276,05/14/2014,Committee for a Democratic House,Committee for a Democratic House,State Representative,200.00
6276,06/09/2014,The Tarr Committee,Bruce Tarr,State Senate - 1st Essex & Middlesex,100.00
6276,06/18/2014,The O'Day Committee,James J. O'Day,State Representative - 14th Worcester,100.00
6276,06/18/2014,The Conroy Committee,Thomas Conroy,Treasurer,100.00
6276,06/18/2014,The Honan Committee,Kevin G. Honan,State Representative- 17th Suffolk,100.00
6276,06/23/2014,The Baker Committee,Charles Baker,Governor,200.00
6276,07/10/2014,The Tolman Committee,Warren Tolman,Attorney General,200.00
6276,07/24/2014,The Rodrigues Committee,Michael J. Rodrigues,Senate - First Bristol and Plymouth,100.00
6276,08/21/2014,The Kerrigan Committee,Steve Kerrigan,Lieutenant Governor,100.00
6276,10/01/2014,The Keenan Committee,John F. Keenan,Senate - Norfolk and Plymouth,100.00
6276,10/14/2014,The O'Connor-Ives Committee,Kathleen O'Connor Ives,Senate - First Essex,100.00
6276,12/03/2014,The Donoghue Committee,Eileen Donoghue,Senate - First Middlesex,100.00
6285,01/15/2014,Mimi Turchinetz,Mimi Turchinetz,Candidate for Boston City Council District 7,200.00
6306,08/25/2014,Christine Barber,Christine Barber,State Representative,100.00
6306,08/26/2014,Philip DeCologero,Philip DeCologero,State Representative,100.00
6320,03/06/2014,Jonathan Edwards Committee,Jonathan Edwards,Lieutenant Governor,200.00
6320,04/15/2014,Suzanne Bump Committee,Suzanne Bump,State Auditor,200.00
6320,04/15/2014,Martin Walsh Committee,Martin Walsh,"Mayor - Boston, MA",200.00
6320,04/15/2014,Warren Tolman Committee,Warren Tolman,Attorney General,200.00
6320,04/15/2014,Michael Rush Committee,Mike Rush,State Senate - Suffolk & Norfolk,100.00
6320,09/17/2014,The Coakley Campaign,Martha Coakley,Governor,100.00
6320,10/14/2014,The Baker Campaign,Charles Baker,Governor,200.00
6332,01/21/2014,Jason Lewis,Jason Lewis,"State Senator, 5th Middlesex",200.00
6332,02/06/2014,Marty Walsh,Martin Walsh,Mayor of Boston,200.00
6332,04/16/2014,Paul Brodeur,Paul Brodeur,State Rep. 32nd Middlesex,200.00
6332,04/16/2014,Angelo Puppolo,Angelo Puppolo,State Rep. 12th Hampden,200.00
6332,05/06/2014,Committee for a Democratic State,Committee for a Democratic State,PAC,200.00
6332,05/07/2014,Committee for a Democratic House,Committee for a Democratic House,PAC,200.00
6332,05/21/2014,Matt Patrick,Matthew Patrick,"State Senator, Plymouth & Barnstable",200.00
6332,05/23/2014,Kathleen O'Connor Ives,Kathleen O'Connor Ives,"State Senator, 1st Essex",200.00
6332,05/23/2014,Warren Tolman,Warren Tolman,Attorney General,200.00
6332,05/27/2014,Steve Grossman,Steve Grossman,Governor,200.00
6332,05/28/2014,Steve Kerrigan,Steve Kerrigan,Lieutenant Governor,200.00
6332,06/30/2014,Deborah Goldberg,Deborah Goldberg,State Treasurer,200.00
6332,03/29/2014,Ron Mariano,Ronald Mariano,State Rep. 3rd Norfolk,200.00
6332,05/07/2014,Committee for a Democratic House,Committee for a Democratic House,PAC,200.00
6332,05/16/2014,Elizabeth O'Connor Ives,Kathleen O'Connor Ives,State Senate 1st Essex,150.00
6332,05/27/2014,Warren Tolman,Warren Tolman,MA Attorney General,200.00
6332,06/20/2014,Tom Sannicandro,Tom Sannicandro,State Rep. 7th Middlesex,200.00
6332,07/02/2014,Ed Collins,Edward W. Collins,Ed Collins for State Representative- 9th Hampden and Franklin District,200.00
6332,07/22/2014,Ben Downing,Benjamin Downing,"Ben Downing for Mass State Senator= Berkshire, Hampden, and Franklin District",200.00
6332,07/30/2014,Dan Rivera,Daniel Rivera,Mayor of Lawrence,200.00
6332,08/21/2014,Barbara L'Itealien,Barbara L'Italien,"The Committee to Elect Barbara L'Italien, State Senate- 18th District",200.00
6332,09/05/2014,Linda Dorcena-Forry,Linda Dorcena Forry,"Linda Dorcena-Forry for State Senate, 1st Suffolk District",200.00
6332,10/03/2014,Marc Pacheco,Marc R. Pacheco,State Senator- First Plymouth and Bristol District,0.00
6332,10/03/2014,Chris Markey,Christopher Markey,"For State Rep., 9th Bristol District",200.00
6332,10/08/2014,Setti Warren,Setti Warren,"Setti Warren for Mayor, Newton",200.00
6332,10/14/2014,Martha Coakley,Martha Coakley,Martha Coakley for Governor of Massachusetts,200.00
6332,10/29/2014,Suzanne Bump,Suzanne Bump,Suzanne Bump for State Auditor,200.00
6332,12/03/2014,Marty Walsh,Martin Walsh,Marty Walsh for Mayor of Boston,200.00
6332,12/04/2014,Sue Kay,Susan Kay,Mayor of Weymouth,200.00
6332,07/01/2014,Ed Collins,Edward W. Collins,State Representative- 9th Hampden,150.00
6332,10/02/2014,Barbara L'Italien,Barbara L'Italien,State Senator- 2nd Essex and Middlesex,200.00
6332,10/22/2014,Richard Moore,Richard Moore,State Senator- Worcester and Norfolk,200.00
6332,10/24/2014,Jim Cantwell,James M. Cantwell,State Representative- 4th Plymouth,200.00
6332,10/26/2014,Suzanne Bump,Suzanne Bump,Massachusetts Auditor,200.00
6332,12/04/2014,Sue Kay,Susan Kay,Weymouth Mayor,200.00
6359,06/30/2014,Mark Forest,Mark Forest,"Barnstable County Commissioner, in Barnstable County",100.00
6359,06/30/2014,Daniel Wolf,Daniel Wolf,"State Senator, Cape and Islands District",100.00
6373,01/13/2014,Therese Murray,Therese Murray,"State Senate, Plymouth and Barnstable",50.00
6373,03/23/2014,Dan Donahue,Daniel M. Donahue,"State Representative, 16th Worcester",50.00
6373,03/26/2014,Steve Kerrigan,Steve Kerrigan,Lt. Governor Massachusetts,200.00
6373,04/14/2014,Robert DeLeo,Robert DeLeo,"State Representative, 19th Suffolk",50.00
6373,05/12/2014,Brian Dempsey,Brian Dempsey,"State Representative, 3rd Essex",50.00
6373,09/03/2014,Harriette Chandler,Harriette Chandler,"Senate, Worcester 1st District",50.00
6373,09/23/2014,Stanley Rosenberg,Stanley Rosenberg,"Senate, Hampshire, Franklin, Worcester District",50.00
6373,10/06/2014,Maura Healey,Maura Healey,Attorney General,100.00
6373,10/20/2014,Martha Coakley,Martha Coakley,Governor,100.00
6378,01/27/2014,MA Women's Political Caucus PAC,MA Women's Political Caucus PAC,N/A,100.00
6378,02/03/2014,The Rosa Committee,Linda Rosa,"House, 16th Suffolk",100.00
6378,02/06/2014,The Rosenberg Committee,Stanley Rosenberg,"Senate, Hampshire, Franklin and Worcester",200.00
6378,02/10/2014,The Crighton Committee,Crighton,"House, 4th Essex",100.00
6378,02/13/2014,The Hunt Committee,Daniel Hunt,"House, 13th Suffolk",100.00
6378,02/25/2014,The DeLeo Committee,Robert DeLeo,"House, 19th Suffolk",200.00
6378,02/26/2014,The Martha Coakley Committee,Martha Coakley,Governor,100.00
6378,02/26/2014,Harriette Chandler,Harriette Chandler,"Senate, 1st Worcester",100.00
6378,03/12/2014,Tackey Chan,Tackey Chan,"House, 2nd Norfolk",100.00
6378,03/12/2014,The Saunders Committee,Aaron Saunders,"Senate, 1st Hampden & Hampshire",100.00
6378,03/17/2014,Marian Ryan for DA,Marian Ryan,"District Attorney, Northern District - Middlesex County",100.00
6378,03/19/2014,State Street Bank and Trust Voluntary PAC - MA,State Street Bank and Trust Voluntary PAC - MA,N/A,200.00
6378,03/24/2014,Ronald Mariano,Ronald Mariano,State Representative - 3rd Norfolk District,150.00
6378,04/01/2014,Steve Brewer,Stephen Brewer,"State Senate, Senate, Worcester, Hampden, Hampshire & Middlesex (153)",100.00
6378,04/01/2014,Kathleen O'Connor Ives,Kathleen O'Connor Ives,"State Senate, 1st Essex",100.00
6378,04/03/2014,Therese Murray,Therese Murray,"State Senate, Plymouth and Barnstable",150.00
